Identifier	ScientificName	Parent TaxonID	Kingdom	Phylum	Class	Order	Family	Genus	TaxonRank	FurtherInformationURL	TaxonomicStatus	TaxonRemarks	NamePublishedIn	ReferenceID
Cynometra novo-guineensis	Cynometra novo-guineensis		Plantae				Fabaceae		species					
Cynometra oaxacana	Cynometra oaxacana		Plantae				Fabaceae		species					
Cynometra parvifolia	Cynometra parvifolia		Plantae				Fabaceae		species					
Cynometra polyandra	Cynometra polyandra		Plantae				Fabaceae		species					
Cynometra ramiflora	Cynometra ramiflora		Plantae				Fabaceae		species					
Cynometra retusa	Cynometra retusa		Plantae				Fabaceae		species					
Cyrilla racemiflora	Cyrilla racemiflora		Plantae				Cyrillaceae		species					
Dacrycarpus cinctus	Dacrycarpus cinctus		Plantae				Podocarpaceae		species					
Dacrycarpus imbricatus	Dacrycarpus imbricatus		Plantae				Podocarpaceae		species					
Dacrycarpus steupii	Dacrycarpus steupii		Plantae				Podocarpaceae		species					
Dacrydium beccarii	Dacrydium beccarii		Plantae				Podocarpaceae		species					
Dacrydium bidwillii	Dacrydium bidwillii		Plantae				Podocarpaceae		species					
Dacrydium biforme	Dacrydium biforme		Plantae				Podocarpaceae		species					
Dacrydium colensoi	Dacrydium colensoi		Plantae				Podocarpaceae		species					
Dacrydium cupressinum	Dacrydium cupressinum		Plantae				Podocarpaceae		species					
Dacrydium elatum	Dacrydium elatum		Plantae				Podocarpaceae		species					
Dacrydium intermedium	Dacrydium intermedium		Plantae				Podocarpaceae		species					
Dacrydium nausoriensis	Dacrydium nausoriensis		Plantae				Podocarpaceae		species					
Dacrydium nidulum	Dacrydium nidulum		Plantae				Podocarpaceae		species					
Dacrydium novo-guineense	Dacrydium novo-guineense		Plantae				Podocarpaceae		species					
Dacrydium pierrei	Dacrydium pierrei		Plantae				Podocarpaceae		species					
Dacryodes belemensis	Dacryodes belemensis		Plantae				Burseraceae		species					
Dacryodes buettneri	Dacryodes buettneri		Plantae				Burseraceae		species					
Dacryodes colombiana	Dacryodes colombiana		Plantae				Burseraceae		species					
Dacryodes costata	Dacryodes costata		Plantae				Burseraceae		species					
Dacryodes edulis	Dacryodes edulis		Plantae				Burseraceae		species					
Dacryodes excelsa	Dacryodes excelsa		Plantae				Burseraceae		species					
Dacryodes heterotricha	Dacryodes heterotricha		Plantae				Burseraceae		species					
Dacryodes igaganga	Dacryodes igaganga		Plantae				Burseraceae		species					
Dacryodes incurvata	Dacryodes incurvata		Plantae				Burseraceae		species					
Dacryodes klaineana	Dacryodes klaineana		Plantae				Burseraceae		species					
Dacryodes kukachkana	Dacryodes kukachkana		Plantae				Burseraceae		species					
Dacryodes laxa	Dacryodes laxa		Plantae				Burseraceae		species					
Dacryodes letestui	Dacryodes letestui		Plantae				Burseraceae		species					
Dacryodes macrocarpa	Dacryodes macrocarpa		Plantae				Burseraceae		species					
Dacryodes macrophylla	Dacryodes macrophylla		Plantae				Burseraceae		species					
Dacryodes nitens	Dacryodes nitens		Plantae				Burseraceae		species					
Dacryodes normandii	Dacryodes normandii		Plantae				Burseraceae		species					
Dacryodes occidentalis	Dacryodes occidentalis		Plantae				Burseraceae		species					
Dacryodes peruviana	Dacryodes peruviana		Plantae				Burseraceae		species					
Dacryodes pubescens	Dacryodes pubescens		Plantae				Burseraceae		species					
Dacryodes rostrata	Dacryodes rostrata		Plantae				Burseraceae		species					
Dacryodes rubiginosa	Dacryodes rubiginosa		Plantae				Burseraceae		species					
Dacryodes rugosa	Dacryodes rugosa		Plantae				Burseraceae		species					
Dactylocladus stenostachya	Dactylocladus stenostachya		Plantae				Crypteroniaceae		species					
Dalbergia balansae	Dalbergia balansae		Plantae				Fabaceae		species					
Dalbergia baronii	Dalbergia baronii		Plantae				Fabaceae		species					
Dalbergia brasiliensis	Dalbergia brasiliensis		Plantae				Fabaceae		species					
Dalbergia cambodiana	Dalbergia cambodiana		Plantae				Fabaceae		species					
Dalbergia cearensis	Dalbergia cearensis		Plantae				Fabaceae		species					
Dalbergia cochinchinensis	Dalbergia cochinchinensis		Plantae				Fabaceae		species					
Dalbergia congestiflora	Dalbergia congestiflora		Plantae				Fabaceae		species					
Dalbergia cultrata	Dalbergia cultrata		Plantae				Fabaceae		species					
Dalbergia decipularis	Dalbergia decipularis		Plantae				Fabaceae		species					
Dalbergia floribunda	Dalbergia floribunda		Plantae				Fabaceae		species					
Dalbergia frutescens	Dalbergia frutescens		Plantae				Fabaceae		species					
Dalbergia fusca	Dalbergia fusca		Plantae				Fabaceae		species					
Dalbergia glauca	Dalbergia glauca		Plantae				Fabaceae		species					
Dalbergia granadillo	Dalbergia granadillo		Plantae				Fabaceae		species					
Dalbergia greveana	Dalbergia greveana		Plantae				Fabaceae		species					
Dalbergia hainanensis	Dalbergia hainanensis		Plantae				Fabaceae		species					
Dalbergia hupeana	Dalbergia hupeana		Plantae				Fabaceae		species					
Dalbergia kurzii	Dalbergia kurzii		Plantae				Fabaceae		species					
Dalbergia lanceolaria	Dalbergia lanceolaria		Plantae				Fabaceae		species					
Dalbergia latifolia	Dalbergia latifolia		Plantae				Fabaceae		species					
Dalbergia mammosa	Dalbergia mammosa		Plantae				Fabaceae		species					
Dalbergia melanoxylon	Dalbergia melanoxylon		Plantae				Fabaceae		species					
Dalbergia nigra	Dalbergia nigra		Plantae				Fabaceae		species					
Dalbergia odorifera	Dalbergia odorifera		Plantae				Fabaceae		species					
Dalbergia oliveri	Dalbergia oliveri		Plantae				Fabaceae		species					
Dalbergia ovata	Dalbergia ovata		Plantae				Fabaceae		species					
Dalbergia retusa	Dalbergia retusa		Plantae				Fabaceae		species					
Dalbergia rimosa	Dalbergia rimosa		Plantae				Fabaceae		species					
Dalbergia sissoides	Dalbergia sissoides		Plantae				Fabaceae		species					
Dalbergia sissoo	Dalbergia sissoo		Plantae				Fabaceae		species					
Dalbergia stevensonii	Dalbergia stevensonii		Plantae				Fabaceae		species					
Dalbergia tucurensis	Dalbergia tucurensis		Plantae				Fabaceae		species					
Daniellia klainei	Daniellia klainei		Plantae				Fabaceae		species					
Daniellia ogea	Daniellia ogea		Plantae				Fabaceae		species					
Daniellia oliveri	Daniellia oliveri		Plantae				Fabaceae		species					
Daniellia pynaertii	Daniellia pynaertii		Plantae				Fabaceae		species					
Daniellia soyauxii	Daniellia soyauxii		Plantae				Fabaceae		species					
Daniellia thurifera	Daniellia thurifera		Plantae				Fabaceae		species					
Daphnandra micrantha	Daphnandra micrantha		Plantae				Atherospermataceae		species					
Daphnandra repandula	Daphnandra repandula		Plantae				Atherospermataceae		species					
Daphniphyllum atrobadium	Daphniphyllum atrobadium		Plantae				Daphniphyllaceae		species					
Daphniphyllum glaucescens	Daphniphyllum glaucescens		Plantae				Daphniphyllaceae		species					
Daphniphyllum lancifolium	Daphniphyllum lancifolium		Plantae				Daphniphyllaceae		species					
Daphniphyllum oldhamii	Daphniphyllum oldhamii		Plantae				Daphniphyllaceae		species					
Daphniphyllum paxianum	Daphniphyllum paxianum		Plantae				Daphniphyllaceae		species					
Daphnopsis brasiliensis	Daphnopsis brasiliensis		Plantae				Thymelaeaceae		species					
Darlingia darlingiana	Darlingia darlingiana		Plantae				Proteaceae		species					
Darlingia ferruginea	Darlingia ferruginea		Plantae				Proteaceae		species					
Dasylepis integra	Dasylepis integra		Plantae				Salicaceae		species					
Davidia involucrata	Davidia involucrata		Plantae				Cornaceae		species					
Davidsonia pruriens	Davidsonia pruriens		Plantae				Cunoniaceae		species					
Decaspermum hainanense	Decaspermum hainanense		Plantae				Myrtaceae		species					
Decaspermum humile	Decaspermum humile		Plantae				Myrtaceae		species					
Degeneria vitiensis	Degeneria vitiensis		Plantae				Degeneriaceae		species					
Dehaasia caesia	Dehaasia caesia		Plantae				Lauraceae		species					
Dehaasia cuneata	Dehaasia cuneata		Plantae				Lauraceae		species					
Dehaasia curtisii	Dehaasia curtisii		Plantae				Lauraceae		species					
Dehaasia elliptica	Dehaasia elliptica		Plantae				Lauraceae		species					
Dehaasia firma	Dehaasia firma		Plantae				Lauraceae		species					
Dehaasia incrassata	Dehaasia incrassata		Plantae				Lauraceae		species					
Dehaasia microcarpa	Dehaasia microcarpa		Plantae				Lauraceae		species					
Dehaasia nigrescens	Dehaasia nigrescens		Plantae				Lauraceae		species					
Dehaasia pauciflora	Dehaasia pauciflora		Plantae				Lauraceae		species					
Delarbrea michieana	Delarbrea michieana		Plantae				Araliaceae		species					
Delonix regia	Delonix regia		Plantae				Fabaceae		species					
Dendrobangia boliviana	Dendrobangia boliviana		Plantae				Icacinaceae		species					
Dendrocnide excelsa	Dendrocnide excelsa		Plantae				Urticaceae		species					
Dendrocnide photinophylla	Dendrocnide photinophylla		Plantae				Urticaceae		species					
Dendropanax arboreus	Dendropanax arboreus		Plantae				Araliaceae		species					
Deplanchea bancana	Deplanchea bancana		Plantae				Bignoniaceae		species					
Deplanchea tetraphylla	Deplanchea tetraphylla		Plantae				Bignoniaceae		species					
Derris dalbergioides	Derris dalbergioides		Plantae				Fabaceae		species					
Derris hatschbachii	Derris hatschbachii		Plantae				Fabaceae		species					
Derris microphylla	Derris microphylla		Plantae				Fabaceae		species					
Derris rariflora	Derris rariflora		Plantae				Fabaceae		species					
Derris robusta	Derris robusta		Plantae				Fabaceae		species					
Derris spruceana	Derris spruceana		Plantae				Fabaceae		species					
Desbordesia glaucescens	Desbordesia glaucescens		Plantae				Irvingiaceae		species					
Desbordesia pierreana	Desbordesia pierreana		Plantae				Irvingiaceae		species					
Desmopsis panamensis	Desmopsis panamensis		Plantae				Annonaceae		species					
Detarium senegalense	Detarium senegalense		Plantae				Fabaceae		species					
Dialium bipindense	Dialium bipindense		Plantae				Fabaceae		species					
Dialium cochinchinense	Dialium cochinchinense		Plantae				Fabaceae		species					
Dialium corbisieri	Dialium corbisieri		Plantae				Fabaceae		species					
Dialium dinklagei	Dialium dinklagei		Plantae				Fabaceae		species					
Dialium englerianum	Dialium englerianum		Plantae				Fabaceae		species					
Dialium excelsum	Dialium excelsum		Plantae				Fabaceae		species					
Dialium guianense	Dialium guianense		Plantae				Fabaceae		species					
Dialium hydnocarpoides	Dialium hydnocarpoides		Plantae				Fabaceae		species					
Dialium indum	Dialium indum		Plantae				Fabaceae		species					
Dialium kingii	Dialium kingii		Plantae				Fabaceae		species					
Dialium kunstleri	Dialium kunstleri		Plantae				Fabaceae		species					
Dialium laurinum	Dialium laurinum		Plantae				Fabaceae		species					
Dialium maingayi	Dialium maingayi		Plantae				Fabaceae		species					
Dialium modestum	Dialium modestum		Plantae				Fabaceae		species					
Dialium pachyphyllum	Dialium pachyphyllum		Plantae				Fabaceae		species					
Dialium patens	Dialium patens		Plantae				Fabaceae		species					
Dialium platysepalum	Dialium platysepalum		Plantae				Fabaceae		species					
Dialium procerum	Dialium procerum		Plantae				Fabaceae		species					
Dialium wallichii	Dialium wallichii		Plantae				Fabaceae		species					
Diatenopteryx sorbifolia	Diatenopteryx sorbifolia		Plantae				Sapindaceae		species					
Dichapetalum papuanum	Dichapetalum papuanum		Plantae				Dichapetalaceae		species					
Dichrostachys cinerea	Dichrostachys cinerea		Plantae				Fabaceae		species					
Diclinanona calycina	Diclinanona calycina		Plantae				Annonaceae		species					
Dicorynia guianensis	Dicorynia guianensis		Plantae				Fabaceae		species					
Dicranolepis usambarica	Dicranolepis usambarica		Plantae				Thymelaeaceae		species					
Dicymbe altsonii	Dicymbe altsonii		Plantae				Fabaceae		species					
Dicymbe corymbosa	Dicymbe corymbosa		Plantae				Fabaceae		species					
Didelotia africana	Didelotia africana		Plantae				Fabaceae		species					
Didelotia brevipaniculata	Didelotia brevipaniculata		Plantae				Fabaceae		species					
Didelotia idae	Didelotia idae		Plantae				Fabaceae		species					
Didelotia letouzeyi	Didelotia letouzeyi		Plantae				Fabaceae		species					
Didymopanax macrocarpum	Didymopanax macrocarpum		Plantae				Araliaceae		species					
Didymosalpinx norae	Didymosalpinx norae		Plantae				Rubiaceae		species					
Dillenia alata	Dillenia alata		Plantae				Dilleniaceae		species					
Dillenia aurea	Dillenia aurea		Plantae				Dilleniaceae		species					
Dillenia borneensis	Dillenia borneensis		Plantae				Dilleniaceae		species					
Dillenia celebica	Dillenia celebica		Plantae				Dilleniaceae		species					
Dillenia excelsa	Dillenia excelsa		Plantae				Dilleniaceae		species					
Dillenia eximia	Dillenia eximia		Plantae				Dilleniaceae		species					
Dillenia grandifolia	Dillenia grandifolia		Plantae				Dilleniaceae		species					
Dillenia indica	Dillenia indica		Plantae				Dilleniaceae		species					
Dillenia luzoniensis	Dillenia luzoniensis		Plantae				Dilleniaceae		species					
Dillenia megalantha	Dillenia megalantha		Plantae				Dilleniaceae		species					
Dillenia oblonga	Dillenia oblonga		Plantae				Dilleniaceae		species					
Dillenia obovata	Dillenia obovata		Plantae				Dilleniaceae		species					
Dillenia ochreata	Dillenia ochreata		Plantae				Dilleniaceae		species					
Dillenia ovalifolia	Dillenia ovalifolia		Plantae				Dilleniaceae		species					
Dillenia papuana	Dillenia papuana		Plantae				Dilleniaceae		species					
Dillenia parviflora	Dillenia parviflora		Plantae				Dilleniaceae		species					
Dillenia pentagyna	Dillenia pentagyna		Plantae				Dilleniaceae		species					
Dillenia philippinensis	Dillenia philippinensis		Plantae				Dilleniaceae		species					
Dillenia pulchella	Dillenia pulchella		Plantae				Dilleniaceae		species					
Dillenia pulcherrima	Dillenia pulcherrima		Plantae				Dilleniaceae		species					
Dillenia reticulata	Dillenia reticulata		Plantae				Dilleniaceae		species					
Dillenia serrata	Dillenia serrata		Plantae				Dilleniaceae		species					
Dillenia suffruticosa	Dillenia suffruticosa		Plantae				Dilleniaceae		species					
Dillenia sumatrana	Dillenia sumatrana		Plantae				Dilleniaceae		species					
Dilobeia thouarsii	Dilobeia thouarsii		Plantae				Proteaceae		species					
Dimocarpus longan	Dimocarpus longan		Plantae				Sapindaceae		species					
Dimorphandra conjugata	Dimorphandra conjugata		Plantae				Fabaceae		species					
Dimorphandra davisii	Dimorphandra davisii		Plantae				Fabaceae		species					
Dimorphandra macrostachya	Dimorphandra macrostachya		Plantae				Fabaceae		species					
Dimorphandra mora	Dimorphandra mora		Plantae				Fabaceae		species					
Dimorphandra parviflora	Dimorphandra parviflora		Plantae				Fabaceae		species					
Dimorphandra polyandra	Dimorphandra polyandra		Plantae				Fabaceae		species					
Dimorphandra pullei	Dimorphandra pullei		Plantae				Fabaceae		species					
Dimorphocalyx malayanus	Dimorphocalyx malayanus		Plantae				Euphorbiaceae		species					
Dinizia excelsa	Dinizia excelsa		Plantae				Fabaceae		species					
Diogoa zenkeri	Diogoa zenkeri		Plantae				Olacaceae		species					
Diospyros abyssinica	Diospyros abyssinica		Plantae				Ebenaceae		species					
Diospyros andamanica	Diospyros andamanica		Plantae				Ebenaceae		species					
Diospyros areolata	Diospyros areolata		Plantae				Ebenaceae		species					
Diospyros argentea	Diospyros argentea		Plantae				Ebenaceae		species					
Diospyros aurea	Diospyros aurea		Plantae				Ebenaceae		species					
Diospyros australis	Diospyros australis		Plantae				Ebenaceae		species					
Diospyros baloen-ldjoek	Diospyros baloen-ldjoek		Plantae				Ebenaceae		species					
Diospyros bantamensis	Diospyros bantamensis		Plantae				Ebenaceae		species					
Diospyros beccarii	Diospyros beccarii		Plantae				Ebenaceae		species					
Diospyros bejaudii	Diospyros bejaudii		Plantae				Ebenaceae		species					
Diospyros blancoi	Diospyros blancoi		Plantae				Ebenaceae		species					
Diospyros borneensis	Diospyros borneensis		Plantae				Ebenaceae		species					
Diospyros brachiata	Diospyros brachiata		Plantae				Ebenaceae		species					
